WARD SECTION (CONCATENATED),WARD,SECTION,MONTH NAME,MONTH NUMBER,DATES
3009,30,9,NOVEMBER,11,"14,15"
3010A,30,10A,APRIL,4,30
3010A,30,10A,MAY,5,1
3010A,30,10A,JUNE,6,"8,11"
3010A,30,10A,JULY,7,"19,20"
3010A,30,10A,AUGUST,8,"28,29"
3010A,30,10A,NOVEMBER,11,"16,"
3010B,30,10B,MAY,5,"2,3"
3010B,30,10B,JUNE,6,"12,13"
3010B,30,10B,JULY,7,"23,24"
3010B,30,10B,AUGUST,8,"30,31"
3010B,30,10B,OCTOBER,10,"11,12"
3011,30,11,MAY,5,"4,7"
3011,30,11,JUNE,6,"14,15"
3011,30,11,JULY,7,"25,26"
3011,30,11,SEPTEMBER,9,"4,5"
3011,30,11,OCTOBER,10,"15,16"
3012,30,12,MAY,5,"8,9"
3012,30,12,JUNE,6,"18,19"
3012,30,12,JULY,7,"27,30"
3012,30,12,SEPTEMBER,9,"6,7"
3012,30,12,OCTOBER,10,"17,18"
3013,30,13,APRIL,4,"2,3"
3013,30,13,MAY,5,"10,11"
3013,30,13,JUNE,6,"20,21"
3013,30,13,JULY,7,31
3013,30,13,AUGUST,8,1
3013,30,13,SEPTEMBER,9,"10,11"
3013,30,13,OCTOBER,10,"19,22"
3101,31,1,APRIL,4,"2,3,30"
3101,31,1,MAY,5,"1,29,30"
3101,31,1,JUNE,6,"26,27"
3101,31,1,JULY,7,"25,26"
3101,31,1,AUGUST,8,"22,23"
3101,31,1,SEPTEMBER,9,"20,21"
3101,31,1,OCTOBER,10,"19,22"
3101,31,1,NOVEMBER,11,16
3102,31,2,APRIL,4,"4,5"
3102,31,2,MAY,5,"2,3,31"
3102,31,2,JUNE,6,"1,28,29"
3102,31,2,JULY,7,"27,30"
3102,31,2,AUGUST,8,"24,27"
3102,31,2,SEPTEMBER,9,"24,25"
3102,31,2,OCTOBER,10,"23,24"
3103,31,3,APRIL,4,"6,9"
3103,31,3,MAY,5,"4,7"
3103,31,3,JUNE,6,"4,5"
3103,31,3,JULY,7,"2,3,31"
3103,31,3,AUGUST,8,"1,28,29"
3103,31,3,SEPTEMBER,9,"26,27"
3103,31,3,OCTOBER,10,"25,26"
3104,31,4,APRIL,4,"10,11"
3104,31,4,MAY,5,"8,9"
3104,31,4,JUNE,6,"6,7"
3104,31,4,JULY,7,"5,6"
3104,31,4,AUGUST,8,"2,3,30,31"
3104,31,4,SEPTEMBER,9,28
3104,31,4,OCTOBER,10,"1,29,30"
3105,31,5,APRIL,4,"12,13"
3105,31,5,MAY,5,"10,11"
3105,31,5,JUNE,6,"8,11"
3105,31,5,JULY,7,"9,10"
3105,31,5,AUGUST,8,"6,7"
3105,31,5,SEPTEMBER,9,"4,5"
3105,31,5,OCTOBER,10,"2,3,31"
3105,31,5,NOVEMBER,11,1
3106,31,6,APRIL,4,"16,17"
3106,31,6,MAY,5,"14,15"
3106,31,6,JUNE,6,"12,13"
3106,31,6,JULY,7,"11,12"
3106,31,6,AUGUST,8,"8,9"
3106,31,6,SEPTEMBER,9,"6,7"
3106,31,6,OCTOBER,10,"4,5"
3106,31,6,NOVEMBER,11,"2,5"
3107,31,7,APRIL,4,"18,19"
3107,31,7,MAY,5,"16,17"
3107,31,7,JUNE,6,"14,15"
3107,31,7,JULY,7,"13,16"
3107,31,7,AUGUST,8,"10,13"
3107,31,7,SEPTEMBER,9,"10,11"
3107,31,7,OCTOBER,10,"9,10"
3107,31,7,NOVEMBER,11,"6,7"
3108,31,8,APRIL,4,"20,23"
3108,31,8,MAY,5,"18,21"
3108,31,8,JUNE,6,"18,19"
3108,31,8,JULY,7,"17,18"
3108,31,8,AUGUST,8,"14,15"
3108,31,8,SEPTEMBER,9,"12,13"
3108,31,8,OCTOBER,10,"11,12"
3108,31,8,NOVEMBER,11,"8,9"
3109,31,9,APRIL,4,"24,25"
3109,31,9,MAY,5,"22,23"
3109,31,9,JUNE,6,"20,21"
3109,31,9,JULY,7,"19,20"
3109,31,9,AUGUST,8,"16,17"
3109,31,9,SEPTEMBER,9,"14,17"
3109,31,9,OCTOBER,10,"15,16"
3109,31,9,NOVEMBER,11,"12,13"
3110,31,10,APRIL,4,"26,27"
3110,31,10,MAY,5,"24,25"
3110,31,10,JUNE,6,"22,25"
3110,31,10,JULY,7,"23,24"
3110,31,10,AUGUST,8,"20,21"
3110,31,10,SEPTEMBER,9,"18,19"
3110,31,10,OCTOBER,10,"17,18"
3110,31,10,NOVEMBER,11,"14,15"
3201,32,1,APRIL,4,"26, 27"
3201,32,1,JUNE,6,"18,19"
3201,32,1,AUGUST,8,"8,9"
3201,32,1,SEPTEMBER,9,28
3201,32,1,OCTOBER,10,1
3202,32,2,APRIL,4,30
3202,32,2,MAY,5,1
3202,32,2,JUNE,6,"20,21"
3202,32,2,AUGUST,8,"10,13"
3202,32,2,OCTOBER,10,"2,3"
3203,32,3,MAY,5,"2,3"
3203,32,3,JUNE,6,"22,25"
3203,32,3,AUGUST,8,"14,15"
3203,32,3,OCTOBER,10,"4,5"
3204,32,4,MAY,5,"4,7"
3204,32,4,JUNE,6,"26,27"
3204,32,4,AUGUST,8,"16,17"
3204,32,4,OCTOBER,10,"9,10"
3205,32,5,MAY,5,"8,9"
3205,32,5,JUNE,6,"28,29"
3205,32,5,AUGUST,8,"20,21"
3205,32,5,OCTOBER,10,"11,12"
3206,32,6,MAY,5,"10,11"
3206,32,6,JULY,7,"2,3"
3206,32,6,AUGUST,8,"22,23"
3206,32,6,OCTOBER,10,"15,16"
3207,32,7,MAY,5,"14,15"
3207,32,7,JULY,7,"5,6"
3207,32,7,AUGUST,8,"24,27"
3207,32,7,OCTOBER,10,"17,18"
3208,32,8,MAY,5,"16,17"
3208,32,8,JULY,7,"9,10"
3208,32,8,AUGUST,8,"28,29"
3208,32,8,OCTOBER,10,"19,22"
3209,32,9,MAY,5,"18,21"
3209,32,9,JUNE,6,"11,12"
3209,32,9,JULY,7,"30,31"
3209,32,9,SEPTEMBER,9,"23,24"
3210,32,10,APRIL,4,"2,3"
3210,32,10,MAY,5,"22,23"
3210,32,10,JULY,7,"13,16"
3210,32,10,SEPTEMBER,9,"4,5"
3210,32,10,OCTOBER,10,"25,26"
3211,32,11,APRIL,4,"4,5"
3211,32,11,MAY,5,"24,25"
3211,32,11,JULY,7,"17,18"
3211,32,11,SEPTEMBER,9,"6,7"
3211,32,11,OCTOBER,10,"29,30"
3212,32,12,APRIL,4,"6,9"
3212,32,12,MAY,5,"29,30"
3212,32,12,JULY,7,"19,20"
3212,32,12,SEPTEMBER,9,"10,11"
3212,32,12,OCTOBER,10,31
3212,32,12,NOVEMBER,11,1
3213,32,13,APRIL,4,"10,11"
3213,32,13,MAY,5,31
3213,32,13,JUNE,6,1
3213,32,13,JULY,7,"23,24"
3213,32,13,SEPTEMBER,9,"12,13"
3213,32,13,NOVEMBER,11,"2,5"
3214,32,14,APRIL,4,"12,13"
3214,32,14,JUNE,6,"4,5"
3214,32,14,JULY,7,"25,26"
3214,32,14,SEPTEMBER,9,"14,17"
3214,32,14,NOVEMBER,11,"6,7"
3215,32,15,APRIL,4,"16,17"
3215,32,15,JUNE,6,"6,7"
3215,32,15,JULY,7,"27,30"
3215,32,15,SEPTEMBER,9,"18,19"
3215,32,15,NOVEMBER,11,"8,9"
3216,32,16,APRIL,4,"18,19"
3216,32,16,JUNE,6,"8,11"
3216,32,16,JULY,7,31
3216,32,16,AUGUST,8,1
3216,32,16,SEPTEMBER,9,"20,21"
3216,32,16,NOVEMBER,11,"12,13"
3217,32,17,APRIL,4,"20,23"
3217,32,17,JUNE,6,"12,13"
3217,32,17,AUGUST,8,"6,7"
3217,32,17,SEPTEMBER,9,"24,25"
3217,32,17,NOVEMBER,11,"14,15"
3218,32,18,APRIL,4,"24,25"
3218,32,18,JUNE,6,"14,15"
3218,32,18,AUGUST,8,"2,3"
3218,32,18,SEPTEMBER,9,"26,27"
3301,33,1,APRIL,4,"2,3"
3301,33,1,MAY,5,"8,9"
3301,33,1,JUNE,6,"14,15"
3301,33,1,JULY,7,"23,24"
3301,33,1,AUGUST,8,"28,29"
3301,33,1,OCTOBER,10,"4,5"
3301,33,1,NOVEMBER,11,"12,13"
3302,33,2,APRIL,4,"4,5"
3302,33,2,MAY,5,"10,11"
3302,33,2,JUNE,6,"18,19"
3302,33,2,JULY,7,"25,26"
3302,33,2,AUGUST,8,"30,31"
3302,33,2,OCTOBER,10,"9,10"
3302,33,2,NOVEMBER,11,"14,15"
3303,33,3,APRIL,4,"6,9"
3303,33,3,MAY,5,"14,15"
3303,33,3,JUNE,6,"20,21"
3303,33,3,JULY,7,"26,27"
3303,33,3,SEPTEMBER,9,"4,5"
3303,33,3,OCTOBER,10,"11,12"
3303,33,3,NOVEMBER,11,16
3304,33,4,APRIL,4,"10,11"
3304,33,4,MAY,5,"16,17"
3304,33,4,JUNE,6,"22,25"
3304,33,4,JULY,7,31
3304,33,4,AUGUST,8,1
3304,33,4,SEPTEMBER,9,"6,7"
3304,33,4,OCTOBER,10,"15,16"
3305,33,5,APRIL,4,"12,13"
3305,33,5,MAY,5,"18,21"
3305,33,5,JUNE,6,"26,27"
3305,33,5,AUGUST,8,"2,3"
3305,33,5,SEPTEMBER,9,"10,11"
3305,33,5,OCTOBER,10,"17,18"
3306,33,6,APRIL,4,"16,17"
3306,33,6,MAY,5,"22,23"
3306,33,6,JUNE,6,"28,29"
3306,33,6,AUGUST,8,"6,7"
3306,33,6,SEPTEMBER,9,"13,14"
3306,33,6,OCTOBER,10,"19,22"
3307,33,7,APRIL,4,"18,19"
3307,33,7,MAY,5,"24,25"
3307,33,7,JULY,7,"2,3"
3307,33,7,AUGUST,8,"8,9"
3307,33,7,SEPTEMBER,9,"14,17"
3307,33,7,OCTOBER,10,"23,24"
3308,33,8,APRIL,4,"20,23"
3308,33,8,MAY,5,"29,30"
3308,33,8,JULY,7,"5,6"
3308,33,8,AUGUST,8,"10,13"
3308,33,8,SEPTEMBER,9,"18,19"
3308,33,8,OCTOBER,10,"25,26"
3309,33,9,APRIL,4,"24,25"
3309,33,9,MAY,5,31
3309,33,9,JUNE,6,1
3309,33,9,JULY,7,"9,10"
3309,33,9,AUGUST,8,"14,15"
3309,33,9,SEPTEMBER,9,"20,21"
3309,33,9,OCTOBER,10,"29,30"
3310,33,10,APRIL,4,"26,27"
3310,33,10,JUNE,6,"4,5"
3310,33,10,JULY,7,"11,12"
3310,33,10,AUGUST,8,"16,17"
3310,33,10,SEPTEMBER,9,"24,25"
3310,33,10,OCTOBER,10,31
3310,33,10,NOVEMBER,11,1
3311,33,11,APRIL,4,30
3311,33,11,MAY,5,1
3311,33,11,JUNE,6,"6,7"
3311,33,11,JULY,7,"13,16"
3311,33,11,AUGUST,8,"20,21"
3311,33,11,SEPTEMBER,9,"26,27"
3311,33,11,NOVEMBER,11,"2,5"
3312,33,12,MAY,5,"2,3"
3312,33,12,JUNE,6,"8,11"
3312,33,12,JULY,7,"17,18"
3312,33,12,AUGUST,8,"22,23"
3312,33,12,SEPTEMBER,9,28
3312,33,12,OCTOBER,10,1
3312,33,12,NOVEMBER,11,"6,7"
3313,33,13,MAY,5,"4,7"
3313,33,13,JUNE,6,"12,13"
3313,33,13,JULY,7,"19,20"
3313,33,13,AUGUST,8,"24,27"
3313,33,13,OCTOBER,10,"2,3"
3313,33,13,NOVEMBER,11,"8,9"
3401,34,1,APRIL,4,"2,3"
3401,34,1,JUNE,6,"4,5"
3401,34,1,AUGUST,8,"6,7"
3401,34,1,OCTOBER,10,"9,10"
3402,34,2,APRIL,4,"4,5"
3402,34,2,JUNE,6,"6,7"
3402,34,2,AUGUST,8,"8,9"
3402,34,2,OCTOBER,10,"11,12"
3403,34,3,APRIL,4,"6,9"
3403,34,3,JUNE,6,"8,11"
3403,34,3,AUGUST,8,"10,13"
3403,34,3,OCTOBER,10,"15,16"
3404,34,4,APRIL,4,"10,11"
3404,34,4,JUNE,6,"12,13"
3404,34,4,AUGUST,8,"14,15"
3404,34,4,OCTOBER,10,"17,18"
3405,34,5,APRIL,4,"12,13"
3405,34,5,JUNE,6,"14,15"
3405,34,5,AUGUST,8,"16,17"
3405,34,5,OCTOBER,10,"19,22"
3406,34,6,APRIL,4,"16,17"
3406,34,6,JUNE,6,"18,19"
3406,34,6,AUGUST,8,"20,21"
3406,34,6,OCTOBER,10,"23,24"
3407,34,7,APRIL,4,"18,19"
3407,34,7,JUNE,6,"20,21"
3407,34,7,AUGUST,8,"22,23"
3407,34,7,OCTOBER,10,"25,26"
3408,34,8,APRIL,4,"20,23"
3408,34,8,JUNE,6,"22,25"
3408,34,8,AUGUST,8,"24,27"
3408,34,8,OCTOBER,10,"29,30"
3409,34,9,APRIL,4,"24,25"
3409,34,9,JUNE,6,"26,27"
3409,34,9,AUGUST,8,"28,29"
3409,34,9,OCTOBER,10,31
3409,34,9,NOVEMBER,11,1
3410,34,10,APRIL,4,"26,27"
3410,34,10,JUNE,6,"28,29"
3410,34,10,AUGUST,8,"30,31"
3410,34,10,NOVEMBER,11,"2,5"
3411,34,11,APRIL,4,30
3411,34,11,MAY,5,1
3411,34,11,JULY,7,"2,3"
3411,34,11,SEPTEMBER,9,"4,5"
3411,34,11,NOVEMBER,11,"6,7"
3412,34,12,MAY,5,"2,3"
3412,34,12,JULY,7,"5,6"
3412,34,12,SEPTEMBER,9,"6,7"
3412,34,12,NOVEMBER,11,"8,9"
3413,34,13,MAY,5,"4,7"
3413,34,13,JULY,7,"9,10"
3413,34,13,SEPTEMBER,9,"10,11"
3413,34,13,NOVEMBER,11,"12,13"
3414,34,14,MAY,5,"8,9"
3414,34,14,JULY,7,"11,12"
3414,34,14,SEPTEMBER,9,"12,13"
3414,34,14,NOVEMBER,11,"14,15"
3415,34,15,MAY,5,"10,11"
3415,34,15,JULY,7,"13,16"
3415,34,15,SEPTEMBER,9,"14,17"
3415,34,15,NOVEMBER,11,16
3416,34,16,MAY,5,"14,15"
3416,34,16,JULY,7,"17,18"
3416,34,16,SEPTEMBER,9,"18,19"
3417,34,17,MAY,5,"16,17"
3417,34,17,JULY,7,"19,,20"
3417,34,17,SEPTEMBER,9,"20,,21"
3418,34,18,MAY,5,"18,21"
3418,34,18,JULY,7,"23,24"
3418,34,18,SEPTEMBER,9,"24,25"
3419,34,19,MAY,5,"22,23"
3419,34,19,JULY,7,"25,26"
3419,34,19,SEPTEMBER,9,"26,27"
3420,34,20,MAY,5,"24,25"
3420,34,20,JULY,7,"27,30"
3420,34,20,SEPTEMBER,9,28
3420,34,20,OCTOBER,10,1
3421,34,21,MAY,5,"29,30"
3421,34,21,JULY,7,31
3421,34,21,AUGUST,8,1
3421,34,21,OCTOBER,10,"2,3"
3422,34,22,MAY,5,31
3422,34,22,JUNE,6,1
3422,34,22,AUGUST,8,"2,3"
3422,34,22,OCTOBER,10,"4,5"
3501,35,1,APRIL,4,"2,3"
3501,35,1,MAY,5,"8,9"
3501,35,1,JUNE,6,"14,15"
3501,35,1,JULY,7,"23,24"
3501,35,1,AUGUST,8,"28,29"
3501,35,1,OCTOBER,10,"4,5"
3501,35,1,NOVEMBER,11,"12,13"
3502,35,2,APRIL,4,"4,5"
3502,35,2,MAY,5,"10,11"
3502,35,2,JUNE,6,"18,19"
3502,35,2,JULY,7,"25,26"
3502,35,2,AUGUST,8,"30,31"
3502,35,2,OCTOBER,10,"9,10"
3502,35,2,NOVEMBER,11,"14,15"
3503,35,3,APRIL,4,"6,9"
3503,35,3,MAY,5,"14,15"
3503,35,3,JUNE,6,"20,21"
3503,35,3,JULY,7,"27,30"
3503,35,3,SEPTEMBER,9,"4,5"
3503,35,3,OCTOBER,10,"11,12"
3503,35,3,NOVEMBER,11,16
3504,35,4,APRIL,4,"10,11"
3504,35,4,MAY,5,"16,17"
3504,35,4,JUNE,6,"22,25"
3504,35,4,JULY,7,31
3504,35,4,AUGUST,8,1
3504,35,4,SEPTEMBER,9,"6,7"
3504,35,4,OCTOBER,10,"15,16"
3505,35,5,APRIL,4,"12,13"
3505,35,5,MAY,5,"18,21"
3505,35,5,JUNE,6,"26,27"
3505,35,5,AUGUST,8,"2,3"
3505,35,5,SEPTEMBER,9,"10,11"
3505,35,5,OCTOBER,10,"17,18"
3506,35,6,APRIL,4,"16,17"
3506,35,6,MAY,5,"22,23"
3506,35,6,JUNE,6,"28,29"
3506,35,6,AUGUST,8,"6,7"
3506,35,6,SEPTEMBER,9,"12,13"
3506,35,6,OCTOBER,10,"19,22"
3507,35,7,APRIL,4,"18,19"
3507,35,7,MAY,5,"24,25"
3507,35,7,JULY,7,"2,3"
3507,35,7,AUGUST,8,"8,9"
3507,35,7,SEPTEMBER,9,"14,17"
3507,35,7,OCTOBER,10,"23,24"
3508,35,8,APRIL,4,"20,23"
3508,35,8,MAY,5,"29,30"
3508,35,8,JULY,7,"5,6"
3508,35,8,AUGUST,8,"10,13"
3508,35,8,SEPTEMBER,9,"18,19"
3508,35,8,OCTOBER,10,"25,26"
3509,35,9,APRIL,4,"24,25"
3509,35,9,MAY,5,31
3509,35,9,JUNE,6,1
3509,35,9,JULY,7,"9,10"
3509,35,9,AUGUST,8,"14,15"
3509,35,9,SEPTEMBER,9,"20,21"
3509,35,9,OCTOBER,10,"29,30"
3510,35,10,APRIL,4,"26,27"
3510,35,10,JUNE,6,"4,5"
3510,35,10,JULY,7,"11,12"
3510,35,10,AUGUST,8,"16,17"
3510,35,10,SEPTEMBER,9,"24,25"
3510,35,10,OCTOBER,10,31
3510,35,10,NOVEMBER,11,1
3511,35,11,APRIL,4,30
3511,35,11,MAY,5,1
3511,35,11,JUNE,6,"6,7"
3511,35,11,JULY,7,"13,16"
3511,35,11,AUGUST,8,"20,21"
3511,35,11,SEPTEMBER,9,"26,27"
3511,35,11,NOVEMBER,11,"2,5"
3512,35,12,MAY,5,"2,3"
3512,35,12,JUNE,6,"8,11"
3512,35,12,JULY,7,"17,18"
3512,35,12,AUGUST,8,"22,23"
3512,35,12,SEPTEMBER,9,28
3512,35,12,OCTOBER,10,1
3512,35,12,NOVEMBER,11,"6,7"
3513,35,13,MAY,5,"4,7"
3513,35,13,JUNE,6,"12,13"
3513,35,13,JULY,7,"19,20"
3513,35,13,AUGUST,8,"24,27"
3513,35,13,OCTOBER,10,"2,3"
3513,35,13,NOVEMBER,11,"8,9"
3601,36,1,APRIL,4,"2,3"
3601,36,1,MAY,5,"14,15"
3601,36,1,JUNE,6,"26,27"
3601,36,1,AUGUST,8,"8,9"
3601,36,1,SEPTEMBER,9,"20,21"
3601,36,1,NOVEMBER,11,"2,5"
3602,36,2,APRIL,4,"4,5"
3602,36,2,MAY,5,"16,17"
3602,36,2,JUNE,6,"28,29"
3602,36,2,AUGUST,8,"10,13"
3602,36,2,SEPTEMBER,9,"24,25"
3602,36,2,NOVEMBER,11,"6,7"
3603,36,3,APRIL,4,"6,9"
3603,36,3,MAY,5,"18,21"
3603,36,3,JULY,7,"2,3"
3603,36,3,AUGUST,8,"14,15"
3603,36,3,SEPTEMBER,9,"26,27"
3603,36,3,NOVEMBER,11,"8,9"
3604,36,4,APRIL,4,"10,11"
3604,36,4,MAY,5,"22,23"
3604,36,4,JULY,7,"5,6"
3604,36,4,AUGUST,8,"16,17"
3604,36,4,SEPTEMBER,9,28
3604,36,4,OCTOBER,10,1
3604,36,4,NOVEMBER,11,"12,13"
3605,36,5,APRIL,4,"12,13"
3605,36,5,MAY,5,"24,25"
3605,36,5,JULY,7,"9,10"
3605,36,5,AUGUST,8,"20,21"
3605,36,5,OCTOBER,10,"2,3"
3605,36,5,NOVEMBER,11,"14,15"
3606,36,6,APRIL,4,"16,17"
3606,36,6,MAY,5,"29,30"
3606,36,6,JULY,7,"11,12"
3606,36,6,AUGUST,8,"22,23"
3606,36,6,OCTOBER,10,"4,5"
3607,36,7,APRIL,4,"18,19"
3607,36,7,MAY,5,31
3607,36,7,JUNE,6,1
3607,36,7,JULY,7,"13,16"
3607,36,7,AUGUST,8,"24,27"
3607,36,7,OCTOBER,10,"9,10"
3608,36,8,APRIL,4,"20,23"
3608,36,8,JUNE,6,"4,5"
3608,36,8,JULY,7,"17,18"
3608,36,8,AUGUST,8,"28,29"
3608,36,8,OCTOBER,10,"11,12"
3609,36,9,APRIL,4,"24,25"
3609,36,9,JUNE,6,"6,7"
3609,36,9,JULY,7,"19,20"
3609,36,9,AUGUST,8,"30,31"
3609,36,9,OCTOBER,10,"15,16"
3610,36,10,APRIL,4,"26,27"
3610,36,10,JUNE,6,"8,11"
3610,36,10,JULY,7,"23,24"
3610,36,10,SEPTEMBER,9,"4,5"
3610,36,10,OCTOBER,10,"17,18"
3611,36,11,APRIL,4,30
3611,36,11,MAY,5,1
3611,36,11,JUNE,6,"12,13"
3611,36,11,JULY,7,"25,26"
3611,36,11,SEPTEMBER,9,"6,7"
3611,36,11,OCTOBER,10,"19,22"
3612,36,12,MAY,5,"2,3"
3612,36,12,JUNE,6,"14,15"
3612,36,12,JULY,7,"27,30"
3612,36,12,SEPTEMBER,9,"10,11"
3612,36,12,OCTOBER,10,"23,24"
3613,36,13,MAY,5,"4,7"
3613,36,13,JUNE,6,"18,19"
3613,36,13,JULY,7,31
3613,36,13,AUGUST,8,1
3613,36,13,SEPTEMBER,9,"12,13"
3613,36,13,OCTOBER,10,"25,26"
3614,36,14,MAY,5,"8,9"
3614,36,14,JUNE,6,"20,21"
3614,36,14,AUGUST,8,"2,3"
3614,36,14,SEPTEMBER,9,"14,17"
3614,36,14,OCTOBER,10,"29,30"
3615,36,15,MAY,5,"10,11"
3615,36,15,JUNE,6,"22,25"
3615,36,15,AUGUST,8,"6,7"
3615,36,15,SEPTEMBER,9,"18,19"
3615,36,15,OCTOBER,10,31
3615,36,15,NOVEMBER,11,1
3701A,37,01A,APRIL,4,"2,3"
3701A,37,01A,MAY,5,"4,7"
3701A,37,01A,JUNE,6,"8,11"
3701A,37,01A,JULY,7,"13,16"
3701A,37,01A,AUGUST,8,"16,17"
3701A,37,01A,SEPTEMBER,9,"20,21"
3701A,37,01A,OCTOBER,10,"25,26"
3701B,37,01B,APRIL,4,"4,5"
3701B,37,01B,MAY,5,"8,9"
3701B,37,01B,JUNE,6,"12,13"
3701B,37,01B,JULY,7,"17,18"
3701B,37,01B,AUGUST,8,"20,21"
3701B,37,01B,SEPTEMBER,9,"24,25"
3701B,37,01B,OCTOBER,10,"29,30"
3702,37,2,APRIL,4,"6,9"
3702,37,2,MAY,5,"10,11"
3702,37,2,JUNE,6,"14,15"
3702,37,2,JULY,7,"19,20"
3702,37,2,AUGUST,8,"22,23"
3702,37,2,SEPTEMBER,9,"26,27"
3702,37,2,OCTOBER,10,31
3702,37,2,NOVEMBER,11,1
3703,37,3,APRIL,4,"10,11"
3703,37,3,MAY,5,"14,15"
3703,37,3,JUNE,6,"18,19"
3703,37,3,JULY,7,"23,24"
3703,37,3,AUGUST,8,"24,27"
3703,37,3,SEPTEMBER,9,28
3703,37,3,OCTOBER,10,1
3703,37,3,NOVEMBER,11,"2,5"
3704,37,4,APRIL,4,"12,13"
3704,37,4,MAY,5,"16,17"
3704,37,4,JUNE,6,"20,21"
3704,37,4,JULY,7,"25,26"
3704,37,4,AUGUST,8,"28,29"
3704,37,4,OCTOBER,10,"2,3"
3704,37,4,NOVEMBER,11,"6,7"
3705,37,5,APRIL,4,"16,17"
3705,37,5,MAY,5,"18,21"
3705,37,5,JUNE,6,"22,25"
3705,37,5,JULY,7,"27,30"
3705,37,5,AUGUST,8,"30,31"
3705,37,5,OCTOBER,10,"4,5"
3705,37,5,NOVEMBER,11,"8,9"
3706,37,6,APRIL,4,"18,19"
3706,37,6,MAY,5,"22,23"
3706,37,6,JUNE,6,"26,27"
3706,37,6,JULY,7,31
3706,37,6,AUGUST,8,1
3706,37,6,SEPTEMBER,9,"4,5"
3706,37,6,OCTOBER,10,"9,10"
3706,37,6,NOVEMBER,11,"12,13"
3707,37,7,APRIL,4,"20,23"
3707,37,7,MAY,5,"24,25"
3707,37,7,JUNE,6,"28,29"
3707,37,7,AUGUST,8,"2,3"
3707,37,7,SEPTEMBER,9,"6,7"
3707,37,7,OCTOBER,10,"11,12"
3707,37,7,NOVEMBER,11,"14,15"
3708,37,8,APRIL,4,"24,25"
3708,37,8,MAY,5,"29,30"
3708,37,8,JULY,7,"2,3"
3708,37,8,AUGUST,8,"6,7"
3708,37,8,SEPTEMBER,9,"10,11"
3708,37,8,OCTOBER,10,"15,16"
3708,37,8,NOVEMBER,11,16
3709,37,9,APRIL,4,"26,27"
3709,37,9,MAY,5,31
3709,37,9,JUNE,6,1
3709,37,9,JULY,7,"5,6"
3709,37,9,AUGUST,8,"8,9"
3709,37,9,SEPTEMBER,9,"12,13"
3709,37,9,OCTOBER,10,"17,18"
3710,37,10,APRIL,4,30
3710,37,10,MAY,5,1
3710,37,10,JUNE,6,"4,5"
3710,37,10,JULY,7,"9,10"
3710,37,10,AUGUST,8,"10,13"
3710,37,10,SEPTEMBER,9,"14,17"
3710,37,10,OCTOBER,10,"19,22"
3711,37,11,MAY,5,"2,3"
3711,37,11,JUNE,6,"6,7"
3711,37,11,JULY,7,"11,12"
3711,37,11,AUGUST,8,"14,15"
3711,37,11,SEPTEMBER,9,"18,19"
3711,37,11,OCTOBER,10,"23,24"
3801,38,1,APRIL,4,"2,3"
3801,38,1,MAY,5,"14,15"
3801,38,1,JUNE,6,"26,27"
3801,38,1,AUGUST,8,"8,9"
3801,38,1,SEPTEMBER,9,"20,21"
3801,38,1,NOVEMBER,11,"2,5"
3802,38,2,APRIL,4,"6,9"
3802,38,2,MAY,5,"18,21"
3802,38,2,JUNE,6,"28,29"
3802,38,2,AUGUST,8,"10,13"
3802,38,2,SEPTEMBER,9,"24,25"
3802,38,2,NOVEMBER,11,"8,9"
3803,38,3,APRIL,4,"4,5"
3803,38,3,MAY,5,"16,17"
3803,38,3,JULY,7,"2,3"
3803,38,3,AUGUST,8,"14,15"
3803,38,3,SEPTEMBER,9,"26,27"
3803,38,3,NOVEMBER,11,"6,7"
3803A,38,03A,APRIL,4,"4,5"
3803A,38,03A,MAY,5,"16,17"
3803A,38,03A,JULY,7,"2,3"
3803A,38,03A,AUGUST,8,"14,15"
3803A,38,03A,SEPTEMBER,9,"26,27"
3803A,38,03A,NOVEMBER,11,"6,7"
3804,38,4,APRIL,4,"10,11"
3804,38,4,MAY,5,"22,23"
3804,38,4,JULY,7,"5,6"
3804,38,4,AUGUST,8,"16,17"
3804,38,4,SEPTEMBER,9,28
3804,38,4,OCTOBER,10,1
3804,38,4,NOVEMBER,11,"12,13"
3805,38,5,APRIL,4,"12,13"
3805,38,5,MAY,5,"24,25"
3805,38,5,JULY,7,"9,10"
3805,38,5,AUGUST,8,"20,21"
3805,38,5,OCTOBER,10,"2,3"
3805,38,5,NOVEMBER,11,"14,15"
3806,38,6,APRIL,4,"16,17"
3806,38,6,MAY,5,"29,30"
3806,38,6,JULY,7,"11,12"
3806,38,6,AUGUST,8,"22,23"
3806,38,6,OCTOBER,10,"4,5"
3807,38,7,APRIL,4,"18,19"
3807,38,7,MAY,5,31
3807,38,7,JUNE,6,1
3807,38,7,JULY,7,"13,16"
3807,38,7,AUGUST,8,"24,27"
3807,38,7,OCTOBER,10,"9,10"
3808,38,8,APRIL,4,"20,23"
3808,38,8,JUNE,6,"4,5"
3808,38,8,JULY,7,"17,18"
3808,38,8,AUGUST,8,"28,29"
3808,38,8,OCTOBER,10,"11,12"
3809,38,9,APRIL,4,"24,25"
3809,38,9,JUNE,6,"6,7"
3809,38,9,JULY,7,"19,20"
3809,38,9,AUGUST,8,"30,31"
3809,38,9,OCTOBER,10,"15,16"
3810,38,10,APRIL,4,"26,27"
